doc_no,item_seq,sys_no,author,title,edition,imprint,publication_date,citation,barcode,class,collection_code,call_number_key,primary_call_no_desc,item_desc,internal_note,item_status,event_id,event_type,event_category,event_category_label,event_date,event_hour,event_minute,event_day_part,event_month,event_year,event_year_month,patron_status,patron_type
5068651,10,5068651,"Glannon, Joseph W.",Civil procedure :,,"New York : Aspen Publishers ; Frederick, MD : Wolters Kluwer Law & Business, c2011.",2011,"Glannon, Joseph W. ÊCivil procedure : a coursebook / Joseph W. Glannon, Andrew M. Perlman, Peter Raven-Hansen. ÊNew York : Aspen Publishers ; Frederick, MD : Wolters Kluwer Law & Business, c2011. Êxxxi, 1287 p. : ill., maps, ports. ; 26 cm. [005068651]",L00524707P,Civil Procedure (LAW 110),LRESV,kf#8839 g578 2011,KF8839 .G578 2011,,,12,10493,Simple Loan,02,Loans,"Oct 9, 2012",17,41,Evening,10,2012,2012/10,Graduate Student,Grad - Law
6065999,10,5290461,,Administrative law and regulatory policy :,7th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Administrative law and regulatory policy : problems, text, and cases / Stephen G. Breyer ... [et al.]. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxl, 1075 p. ; 27 cm. [005290461]",L00571414M,Administrative Law (LAW 200),LRESV,kf#5402 b74 2011,KF5402 .B74 2011,,,12,30058,Simple Loan,02,Loans,"Aug 20, 2012",08,52,Morning,08,2012,2012/08,Graduate Student,Grad - Law
6065999,10,5290461,,Administrative law and regulatory policy :,7th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Administrative law and regulatory policy : problems, text, and cases / Stephen G. Breyer ... [et al.]. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxl, 1075 p. ; 27 cm. [005290461]",L00571414M,Administrative Law (LAW 200),LRESV,kf#5402 b74 2011,KF5402 .B74 2011,,,12,41291,Simple Loan,02,Loans,"Nov 15, 2012",12,48,Morning,11,2012,2012/11,Graduate Student,Grad - BES
6065999,10,5290461,,Administrative law and regulatory policy :,7th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Administrative law and regulatory policy : problems, text, and cases / Stephen G. Breyer ... [et al.]. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxl, 1075 p. ; 27 cm. [005290461]",L00571414M,Administrative Law (LAW 200),LRESV,kf#5402 b74 2011,KF5402 .B74 2011,,,12,8516,Simple Loan,02,Loans,"Oct 9, 2012",12,23,Morning,10,2012,2012/10,Graduate Student,Grad - BES
783058,30,783058,,Southern slaves in free state courts :,,"New York : Garland, 1988.",1988,"Southern slaves in free state courts : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland, 1988. Ê3 v. ; 23 c. [000783058]",D04532333N,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 1,KF4545.S5 A5 1988 ser.1,v.1 c.1,,01,10894,Transfer Loan,02,Loans,"Aug 25, 2012",11,35,Morning,08,2012,2012/08,Dummy,Other - Miscellanous
3533756,20,3504193,"Saloner, Garth.",Strategic management /,,"New York : John Wiley, c2001.",2001,"Saloner, Garth. ÊStrategic management / Garth Saloner, Andrea Shepard, Joel Podolny. ÊNew York : John Wiley, c2001. Êxvii, 442 p. : ill. ; 25 cm. [003504193]",L00491926V,Business Strategy for Lawyers (LAW 203),LRESV,hd!30 28 s25 2001,HD30.28 .S25 2001,,,12,18442,Simple Loan,02,Loans,"Sep 7, 2010",12,55,Morning,09,2010,2010/09,Graduate Student,Grad - Law
3533756,20,3504193,"Saloner, Garth.",Strategic management /,,"New York : John Wiley, c2001.",2001,"Saloner, Garth. ÊStrategic management / Garth Saloner, Andrea Shepard, Joel Podolny. ÊNew York : John Wiley, c2001. Êxvii, 442 p. : ill. ; 25 cm. [003504193]",L00491926V,Business Strategy for Lawyers (LAW 203),LRESV,hd!30 28 s25 2001,HD30.28 .S25 2001,,,12,11537,Simple Loan,02,Loans,"Sep 5, 2010",17,49,Evening,09,2010,2010/09,Graduate Student,Grad - Law
3533756,20,3504193,"Saloner, Garth.",Strategic management /,,"New York : John Wiley, c2001.",2001,"Saloner, Garth. ÊStrategic management / Garth Saloner, Andrea Shepard, Joel Podolny. ÊNew York : John Wiley, c2001. Êxvii, 442 p. : ill. ; 25 cm. [003504193]",L00491926V,Business Strategy for Lawyers (LAW 203),LRESV,hd!30 28 s25 2001,HD30.28 .S25 2001,,,12,28593,Simple Loan,02,Loans,"Oct 5, 2011",09,46,Morning,10,2011,2011/10,Graduate Student,Grad - Law
4959488,10,4959488,"Chemerinsky, Erwin.",Constitutional law :,4th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Chemerinsky, Erwin. ÊConstitutional law : principles and policies / Erwin Chemerinsky. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxvi, 1401 p. ; 26 cm. [004959488]",L00521867T,Constitutional Law (LAW 120),LRESV,kf#4550 c427 2011,KF4550 .C427 2011,,,12,34330,Simple Loan,02,Loans,"Feb 3, 2012",09,29,Morning,02,2012,2012/02,Graduate Student,Grad - Law
4959488,10,4959488,"Chemerinsky, Erwin.",Constitutional law :,4th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Chemerinsky, Erwin. ÊConstitutional law : principles and policies / Erwin Chemerinsky. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxvi, 1401 p. ; 26 cm. [004959488]",L00521867T,Constitutional Law (LAW 120),LRESV,kf#4550 c427 2011,KF4550 .C427 2011,,,12,17106,Simple Loan,02,Loans,"Apr 27, 2012",08,08,Morning,04,2012,2012/04,Graduate Student,Grad - Law
4959488,10,4959488,"Chemerinsky, Erwin.",Constitutional law :,4th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Chemerinsky, Erwin. ÊConstitutional law : principles and policies / Erwin Chemerinsky. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxvi, 1401 p. ; 26 cm. [004959488]",L00521867T,Constitutional Law (LAW 120),LRESV,kf#4550 c427 2011,KF4550 .C427 2011,,,12,41977,Simple Loan,02,Loans,"Nov 8, 2011",09,34,Morning,11,2011,2011/11,Graduate Student,Grad - Law
4959488,10,4959488,"Chemerinsky, Erwin.",Constitutional law :,4th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Chemerinsky, Erwin. ÊConstitutional law : principles and policies / Erwin Chemerinsky. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxvi, 1401 p. ; 26 cm. [004959488]",L00521867T,Constitutional Law (LAW 120),LRESV,kf#4550 c427 2011,KF4550 .C427 2011,,,12,41555,Simple Loan,02,Loans,"Apr 4, 2012",19,30,Evening,04,2012,2012/04,Graduate Student,Grad - Law
4259582,10,4259575,"Schreuer, Christoph.",The ICSID convention :,2nd ed.,"Cambridge, UK ; New York : Cambridge University Press, c2009.",2009,"Schreuer, Christoph. ÊThe ICSID convention : a commentary : a commentary on the Convention on the settlement of investment disputes between states and nationals of other states / Christoph H. Schreuer ... [et al.]. ÊCambridge, UK ; New York : Cambridge University Press, c2009. Êlxvii, 1524 p. ; 26 cm. [004259575]",L00510816L,International Investment Law (LAW 752),LRESV,k#3834 a41965 s37 2009,K3834.A41965 S37 2009,,,12,32167,Simple Loan,02,Loans,"Feb 18, 2012",15,26,Noon,02,2012,2012/02,Graduate Student,Grad - Law
4259582,10,4259575,"Schreuer, Christoph.",The ICSID convention :,2nd ed.,"Cambridge, UK ; New York : Cambridge University Press, c2009.",2009,"Schreuer, Christoph. ÊThe ICSID convention : a commentary : a commentary on the Convention on the settlement of investment disputes between states and nationals of other states / Christoph H. Schreuer ... [et al.]. ÊCambridge, UK ; New York : Cambridge University Press, c2009. Êlxvii, 1524 p. ; 26 cm. [004259575]",L00510816L,International Investment Law (LAW 752),LRESV,k#3834 a41965 s37 2009,K3834.A41965 S37 2009,,,01,37634,Simple Loan,02,Loans,"Jan 14, 2010",20,39,Evening,01,2010,2010/01,Graduate Student,Grad - Law
4195083,10,85432,,Model Negotiation Exercises,,,0,,L00231427J,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,52923,Simple Loan,02,Loans,"Nov 13, 2010",15,57,Noon,11,2010,2010/11,Graduate Student,Grad - Law
4195083,10,85432,,Model Negotiation Exercises,,,0,,L00231427J,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,809,Simple Loan,02,Loans,"Mar 25, 2012",16,58,Noon,03,2012,2012/03,Graduate Student,Grad - Law
4195083,10,85432,,Model Negotiation Exercises,,,0,,L00231427J,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,7656,Simple Loan,02,Loans,"Nov 23, 2009",12,51,Morning,11,2009,2009/11,Graduate Student,Grad - Law
4195083,10,85432,,Model Negotiation Exercises,,,0,,L00231427J,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,40325,Simple Loan,02,Loans,"Dec 9, 2010",15,00,Noon,12,2010,2010/12,Graduate Student,Grad - Law
4195083,10,85432,,Model Negotiation Exercises,,,0,,L00231427J,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,4270,Simple Loan,02,Loans,"Nov 1, 2010",17,29,Evening,11,2010,2010/11,Graduate Student,Grad - Law
6065999,10,5290461,,Administrative law and regulatory policy :,7th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Administrative law and regulatory policy : problems, text, and cases / Stephen G. Breyer ... [et al.]. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxl, 1075 p. ; 27 cm. [005290461]",L00571414M,Administrative Law (LAW 200),LRESV,kf#5402 b74 2011,KF5402 .B74 2011,,,12,22154,Simple Loan,02,Loans,"Sep 27, 2012",12,14,Morning,09,2012,2012/09,Graduate Student,Grad - BES
6065999,10,5290461,,Administrative law and regulatory policy :,7th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Administrative law and regulatory policy : problems, text, and cases / Stephen G. Breyer ... [et al.]. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxl, 1075 p. ; 27 cm. [005290461]",L00571414M,Administrative Law (LAW 200),LRESV,kf#5402 b74 2011,KF5402 .B74 2011,,,12,35886,Simple Loan,02,Loans,"Sep 17, 2012",09,41,Morning,09,2012,2012/09,Graduate Student,Grad - Law
1989521,10,1989521,"Harr, Jonathan.",A civil action /,1st ed.,"New York : Random House, c1995.",1995,"Harr, Jonathan. ÊA civil action / by Jonathan Harr. ÊNew York : Random House, c1995. Ê500 p. : map ; 24 cm. [001989521]",L00262712K,Mass Torts (LAW 579),LRESV,"kf""228 a7 h37 1995",KF228.A7 H37 1995,c.1,,01,20061,Simple Loan,02,Loans,"Aug 10, 2010",14,44,Noon,08,2010,2010/08,Graduate Student,Grad - Law
3853405,10,3846897,"Merryman, John Henry.",The civil law tradition :,3rd ed.,"Stanford, Calif : Stanford University Press, 2007.",2007,"Merryman, John Henry. ÊThe civil law tradition : an introduction to the legal systems of Europe and Latin America / John Henry Merryman and Rogelio PŽrez-Perdomo. ÊStanford, Calif : Stanford University Press, 2007. Êx, 173 p. ; 22 cm. [003846897]",L00504588U,Latin American Business Law (LAW 559),LRESV,"k""585 m467 2007",K585 .M467 2007,,,01,5345,Simple Loan,02,Loans,"Jan 31, 2011",16,00,Noon,01,2011,2011/01,Graduate Student,Grad - Law
3796336,10,3793724,"McLachlan, Campbell.",International investment arbitration :,,"Oxford ; New York : Oxford University Press, 2007.",2007,"McLachlan, Campbell. ÊInternational investment arbitration : substantive principles / Campbell McLachlan, Laurence Shore, Matthew Weiniger. ÊOxford ; New York : Oxford University Press, 2007. Êl, 474 p. ; 26 cm. [003793724]",L00535946W,International Investment Law (LAW 752),LRESV,k#3830 m45 2007,K3830 .M45 2007,,,12,50759,Simple Loan,02,Loans,"Feb 23, 2012",18,03,Evening,02,2012,2012/02,Graduate Student,Grad - Law
3796336,10,3793724,"McLachlan, Campbell.",International investment arbitration :,,"Oxford ; New York : Oxford University Press, 2007.",2007,"McLachlan, Campbell. ÊInternational investment arbitration : substantive principles / Campbell McLachlan, Laurence Shore, Matthew Weiniger. ÊOxford ; New York : Oxford University Press, 2007. Êl, 474 p. ; 26 cm. [003793724]",L00535946W,International Investment Law (LAW 752),LRESV,k#3830 m45 2007,K3830 .M45 2007,,,01,18491,Simple Loan,02,Loans,"Jan 5, 2012",14,16,Noon,01,2012,2012/01,Law Faculty,Faculty - Law
3796336,10,3793724,"McLachlan, Campbell.",International investment arbitration :,,"Oxford ; New York : Oxford University Press, 2007.",2007,"McLachlan, Campbell. ÊInternational investment arbitration : substantive principles / Campbell McLachlan, Laurence Shore, Matthew Weiniger. ÊOxford ; New York : Oxford University Press, 2007. Êl, 474 p. ; 26 cm. [003793724]",L00535946W,International Investment Law (LAW 752),LRESV,k#3830 m45 2007,K3830 .M45 2007,,,12,25808,Simple Loan,02,Loans,"Oct 15, 2012",11,17,Morning,10,2012,2012/10,ILL,Special - ILL
4959488,10,4959488,"Chemerinsky, Erwin.",Constitutional law :,4th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Chemerinsky, Erwin. ÊConstitutional law : principles and policies / Erwin Chemerinsky. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxvi, 1401 p. ; 26 cm. [004959488]",L00521867T,Constitutional Law (LAW 120),LRESV,kf#4550 c427 2011,KF4550 .C427 2011,,,12,32252,Simple Loan,02,Loans,"Apr 2, 2012",18,08,Evening,04,2012,2012/04,Graduate Student,Grad - Law
4959488,10,4959488,"Chemerinsky, Erwin.",Constitutional law :,4th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Chemerinsky, Erwin. ÊConstitutional law : principles and policies / Erwin Chemerinsky. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxvi, 1401 p. ; 26 cm. [004959488]",L00521867T,Constitutional Law (LAW 120),LRESV,kf#4550 c427 2011,KF4550 .C427 2011,,,12,11569,Simple Loan,02,Loans,"Sep 24, 2012",19,53,Evening,09,2012,2012/09,Graduate Student,Grad - Law
4959488,10,4959488,"Chemerinsky, Erwin.",Constitutional law :,4th ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Chemerinsky, Erwin. ÊConstitutional law : principles and policies / Erwin Chemerinsky. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxvi, 1401 p. ; 26 cm. [004959488]",L00521867T,Constitutional Law (LAW 120),LRESV,kf#4550 c427 2011,KF4550 .C427 2011,,,12,52768,Simple Loan,02,Loans,"Dec 4, 2012",20,24,Evening,12,2012,2012/12,Graduate Student,Grad - Law
4195084,10,85433,,Metcalf vs. Goodvalue,,,0,,L00231426I,Negotiation (LAW 460),LRESV,1 Reserve,Reserve,,,12,10402,Simple Loan,02,Loans,"Apr 18, 2011",09,51,Morning,04,2011,2011/04,Graduate Student,Grad - Law
4920347,10,4920282,"Edwards, Linda Holdeman, 1948-",Legal writing and analysis /,3rd ed.,"New York : Aspen Publishers : Wolters Kluwer Law & Business, c2011.",2011,"Edwards, Linda Holdeman, 1948- ÊLegal writing and analysis / Linda H. Edwards. ÊNew York : Aspen Publishers : Wolters Kluwer Law & Business, c2011. Êxix, 356 p. : ill., 1 map ; 26 cm. [004920282]",L00524443M,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e378 2011",KF250 .E378 2011,,,12,15559,Simple Loan,02,Loans,"Sep 15, 2011",10,37,Morning,09,2011,2011/09,Graduate Student,Grad - General
4920347,10,4920282,"Edwards, Linda Holdeman, 1948-",Legal writing and analysis /,3rd ed.,"New York : Aspen Publishers : Wolters Kluwer Law & Business, c2011.",2011,"Edwards, Linda Holdeman, 1948- ÊLegal writing and analysis / Linda H. Edwards. ÊNew York : Aspen Publishers : Wolters Kluwer Law & Business, c2011. Êxix, 356 p. : ill., 1 map ; 26 cm. [004920282]",L00524443M,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e378 2011",KF250 .E378 2011,,,12,4100,Simple Loan,02,Loans,"Aug 29, 2011",13,54,Noon,08,2011,2011/08,Graduate Student,Grad - Law
4920347,10,4920282,"Edwards, Linda Holdeman, 1948-",Legal writing and analysis /,3rd ed.,"New York : Aspen Publishers : Wolters Kluwer Law & Business, c2011.",2011,"Edwards, Linda Holdeman, 1948- ÊLegal writing and analysis / Linda H. Edwards. ÊNew York : Aspen Publishers : Wolters Kluwer Law & Business, c2011. Êxix, 356 p. : ill., 1 map ; 26 cm. [004920282]",L00524443M,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 e378 2011",KF250 .E378 2011,,,12,24667,Simple Loan,02,Loans,"Aug 16, 2012",15,45,Noon,08,2012,2012/08,Graduate Student,Grad - Law
3853405,10,3846897,"Merryman, John Henry.",The civil law tradition :,3rd ed.,"Stanford, Calif : Stanford University Press, 2007.",2007,"Merryman, John Henry. ÊThe civil law tradition : an introduction to the legal systems of Europe and Latin America / John Henry Merryman and Rogelio PŽrez-Perdomo. ÊStanford, Calif : Stanford University Press, 2007. Êx, 173 p. ; 22 cm. [003846897]",L00504588U,Latin American Business Law (LAW 559),LRESV,"k""585 m467 2007",K585 .M467 2007,,,12,10166,Simple Loan,02,Loans,"Oct 9, 2012",16,41,Noon,10,2012,2012/10,Graduate Student,Grad - Law
3853405,10,3846897,"Merryman, John Henry.",The civil law tradition :,3rd ed.,"Stanford, Calif : Stanford University Press, 2007.",2007,"Merryman, John Henry. ÊThe civil law tradition : an introduction to the legal systems of Europe and Latin America / John Henry Merryman and Rogelio PŽrez-Perdomo. ÊStanford, Calif : Stanford University Press, 2007. Êx, 173 p. ; 22 cm. [003846897]",L00504588U,Latin American Business Law (LAW 559),LRESV,"k""585 m467 2007",K585 .M467 2007,,,01,51615,Simple Loan,02,Loans,"Jan 14, 2008",18,33,Evening,01,2008,2008/01,UnKnown-03,UnKnown-FL
3887867,20,3879383,"Stark, Tina L., 1953-",Drafting contracts :,,"New York, NY : Aspen Publishers, c2007.",2007,"Stark, Tina L., 1953- ÊDrafting contracts : how and why lawyers do what they do / Tina L. Stark. ÊNew York, NY : Aspen Publishers, c2007. Êxxiv, 461 p. : ill., forms ; 28 cm. [003879383]",L00527461P,Deal Skills for the Transactional Lawyer (LAW 777),LRESV,"kf""807 s73 2007",KF807 .S73 2007,c.2,Replacement for missing copy,12,10658,Simple Loan,02,Loans,"Feb 27, 2012",15,37,Noon,02,2012,2012/02,Graduate Student,Grad - Law
3794435,20,3789923,"Cochran, Robert F., 1951-",The counselor-at-law :,2nd ed.,"Newark, NJ : LexisNexis Matthew Bender, 2006.",2006,"Cochran, Robert F., 1951- ÊThe counselor-at-law : a collaborative approach to client interviewing and counseling / Robert F. Cochran, Jr., John M.A. Dipippa, Martha M. Peters. ÊNewark, NJ : LexisNexis Matthew Bender, 2006. Êxvii, 247, 4 p. ; 25 cm. [003789923]",L00491709U,Children's Law Clinic (LAW 416),LRESV,"kf""311 c63 2006",KF311 .C63 2006,c.2,,01,38144,Simple Loan,02,Loans,"Nov 21, 2011",15,37,Noon,11,2011,2011/11,Law Faculty,Staff - General
3496211,30,3469430,"Bishop, R. Doak.",Foreign investment disputes :,,"The Hague : Kluwer Law International ; Frederick, MD : Sold and distributed in North, Central, and S",2005,"Bishop, R. Doak. ÊForeign investment disputes : cases, materials, and commentary / R. Doak Bishop, James Crawford, W. Michael Reisman. ÊThe Hague : Kluwer Law International ; Frederick, MD : Sold and distributed in North, Central, and South America by Aspen Publishers, c2005. Êlv, 1653 p. ; 25 cm. [003469430]",L00568508W,International Investment Law (LAW 752),LRESV,k#3830 b57 2005,K3830 .B57 2005,,replaces L00461162K,12,4961,Simple Loan,02,Loans,"Oct 22, 2012",17,31,Evening,10,2012,2012/10,Graduate Student,Grad - Law
3510330,20,3488237,"Devereaux, Charan.",Case studies in US trade negotiation /,,"Washington, DC : Institute for International Economics, c2006.",2006,"Devereaux, Charan. ÊCase studies in US trade negotiation / Charan Deveraux, Robert Z. Lawrence, Michael D. Watkins. ÊWashington, DC : Institute for International Economics, c2006. Ê2 v. : ill. ; 23 cm. [003488237]",L00501894R,International Trade Law (LAW 361),LRESV,hf#1455 d49 2006,HF1455 .D49 2006,v.2,,12,32921,Simple Loan,02,Loans,"Aug 31, 2012",14,48,Noon,08,2012,2012/08,Graduate Student,Grad - Law
3510330,20,3488237,"Devereaux, Charan.",Case studies in US trade negotiation /,,"Washington, DC : Institute for International Economics, c2006.",2006,"Devereaux, Charan. ÊCase studies in US trade negotiation / Charan Deveraux, Robert Z. Lawrence, Michael D. Watkins. ÊWashington, DC : Institute for International Economics, c2006. Ê2 v. : ill. ; 23 cm. [003488237]",L00501894R,International Trade Law (LAW 361),LRESV,hf#1455 d49 2006,HF1455 .D49 2006,v.2,,12,36073,Simple Loan,02,Loans,"Sep 2, 2012",13,11,Noon,09,2012,2012/09,Graduate Student,Grad - Law
5069988,10,5069969,"Abbott, Frederick M.",International intellectual property in an integrated world economy /,2nd ed.,"New York : Wolters Kluwer Law & Business, c2011.",2011,"Abbott, Frederick M. ÊInternational intellectual property in an integrated world economy / Frederick M. Abbott, Thomas Cottier, Francis Gurry. ÊNew York : Wolters Kluwer Law & Business, c2011. Êxxxvi, 824 p. ; 26 cm. [005069969]",L00524811L,International Intellectual Property (LAW 375),LRESV,k#1401 a922 2011,K1401 .A922 2011,,,12,45640,Simple Loan,02,Loans,"Feb 6, 2012",18,22,Evening,02,2012,2012/02,Graduate Student,Grad - Engineering & CompSci
783057,10,783057,,"Free Blacks, slaves, and slaveowners in civil and criminal courts :",,"New York : Garland, 1988.",1988,"Free Blacks, slaves, and slaveowners in civil and criminal courts : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland, 1988. Ê2 v. ; 23 cm. [000783057]",D00480127M,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 6,KF4545.S5 A5 1988 ser.6,v.1 c.1,,01,43332,Simple Loan,02,Loans,"Apr 22, 2008",17,00,Evening,04,2008,2008/04,Graduate Student,Grad - General
783057,10,783057,,"Free Blacks, slaves, and slaveowners in civil and criminal courts :",,"New York : Garland, 1988.",1988,"Free Blacks, slaves, and slaveowners in civil and criminal courts : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland, 1988. Ê2 v. ; 23 cm. [000783057]",D00480127M,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 6,KF4545.S5 A5 1988 ser.6,v.1 c.1,,12,9126,Simple Loan,02,Loans,"Dec 6, 2012",18,39,Evening,12,2012,2012/12,Graduate Student,Grad - Law
4036330,10,4036325,"Barnett, Randy E.",Contracts :,4th ed.,"New York, NY : Aspen Publishers, c2008.",2008,"Barnett, Randy E. ÊContracts : cases and doctrine / Randy E. Barnett. ÊNew York, NY : Aspen Publishers, c2008. Êxxxix, 1160 p. ; 27 cm. [004036325]",L00507919V,Contracts (LAW 130),LRESV,"kf""801 a7 b35 2008",KF801.A7 B35 2008,,,12,15583,Simple Loan,02,Loans,"Jan 12, 2012",17,57,Evening,01,2012,2012/01,Graduate Student,Grad - General
783051,20,783051,,Statutes on slavery :,,"New York : Garland Pub., 1988.",1988,"Statutes on slavery : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland Pub., 1988. Ê2 v. ; 23 cm. [000783051]",D00327193P,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 7,KF4545.S5 A5 1988 ser.7,v.1 c.1,,01,34644,Simple Loan,02,Loans,"Feb 5, 2006",17,19,Evening,02,2006,2006/02,Graduate Student,Grad - General
783058,20,783058,,Southern slaves in free state courts :,,"New York : Garland, 1988.",1988,"Southern slaves in free state courts : the pamphlet literature / edited with an introduction by Paul Finkelman. ÊNew York : Garland, 1988. Ê3 v. ; 23 c. [000783058]",D04532334O,Law of Slavery (LAW 794),LRESV,kf#4545 s5 a5 1988 ser 1,KF4545.S5 A5 1988 ser.1,v.2 c.1,,01,14038,Remote Storage Loan,02,Loans,"Aug 27, 2012",11,39,Morning,08,2012,2012/08,Dummy,Other - Miscellanous
1989521,30,1989521,"Harr, Jonathan.",A civil action /,1st ed.,"New York : Random House, c1995.",1995,"Harr, Jonathan. ÊA civil action / by Jonathan Harr. ÊNew York : Random House, c1995. Ê500 p. : map ; 24 cm. [001989521]",L00292505N,Mass Torts (LAW 579),LRESV,"kf""228 a7 h37 1995",KF228.A7 H37 1995,c.3,,01,637,Simple Loan,02,Loans,"May 1, 2005",13,07,Noon,05,2005,2005/05,Graduate Student,Grad - Fuqua MBA
1989521,30,1989521,"Harr, Jonathan.",A civil action /,1st ed.,"New York : Random House, c1995.",1995,"Harr, Jonathan. ÊA civil action / by Jonathan Harr. ÊNew York : Random House, c1995. Ê500 p. : map ; 24 cm. [001989521]",L00292505N,Mass Torts (LAW 579),LRESV,"kf""228 a7 h37 1995",KF228.A7 H37 1995,c.3,,01,23031,Simple Loan,02,Loans,"Oct 2, 2008",12,57,Morning,10,2008,2008/10,Graduate Student,Grad - Law
3887867,20,3879383,"Stark, Tina L., 1953-",Drafting contracts :,,"New York, NY : Aspen Publishers, c2007.",2007,"Stark, Tina L., 1953- ÊDrafting contracts : how and why lawyers do what they do / Tina L. Stark. ÊNew York, NY : Aspen Publishers, c2007. Êxxiv, 461 p. : ill., forms ; 28 cm. [003879383]",L00527461P,Deal Skills for the Transactional Lawyer (LAW 777),LRESV,"kf""807 s73 2007",KF807 .S73 2007,c.2,Replacement for missing copy,12,17327,Simple Loan,02,Loans,"Jan 30, 2012",12,17,Morning,01,2012,2012/01,Graduate Student,Grad - Law
3887867,20,3879383,"Stark, Tina L., 1953-",Drafting contracts :,,"New York, NY : Aspen Publishers, c2007.",2007,"Stark, Tina L., 1953- ÊDrafting contracts : how and why lawyers do what they do / Tina L. Stark. ÊNew York, NY : Aspen Publishers, c2007. Êxxiv, 461 p. : ill., forms ; 28 cm. [003879383]",L00527461P,Deal Skills for the Transactional Lawyer (LAW 777),LRESV,"kf""807 s73 2007",KF807 .S73 2007,c.2,Replacement for missing copy,12,3696,Simple Loan,02,Loans,"Oct 8, 2012",11,02,Morning,10,2012,2012/10,Graduate Student,Grad - Law
4317340,870,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486462U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.6,,12,17255,Simple Loan,02,Loans,"Oct 6, 2010",18,04,Evening,10,2010,2010/10,Graduate Student,Grad - Law
3510330,20,3488237,"Devereaux, Charan.",Case studies in US trade negotiation /,,"Washington, DC : Institute for International Economics, c2006.",2006,"Devereaux, Charan. ÊCase studies in US trade negotiation / Charan Deveraux, Robert Z. Lawrence, Michael D. Watkins. ÊWashington, DC : Institute for International Economics, c2006. Ê2 v. : ill. ; 23 cm. [003488237]",L00501894R,International Trade Law (LAW 361),LRESV,hf#1455 d49 2006,HF1455 .D49 2006,v.2,,12,9752,Simple Loan,02,Loans,"Sep 9, 2012",13,24,Noon,09,2012,2012/09,Graduate Student,Grad - Law
